Sequence,ID,Netzbetreiber,VSE-ID,Kategorie,Netznutzung,Energie,Abgabe,KEV,Total exkl. MWST
2099,238,Elektrizitäts - Versorgung Killwangen,10363012345,C6,4.10595555555556,5.53955555555556,0.65,2.3,12.5955111111111
2100,238,Elektrizitäts - Versorgung Killwangen,10363012345,C7,3.53399047482391,5.43015047482391,0.65,2.3,11.9141409496478
2101,243,Elektrizitäts- & Wasserwerk Mels,10077012345,H1,15.0054761904762,5.17410714285714,0.0,2.3,22.4795833333333
2102,243,Elektrizitäts- & Wasserwerk Mels,10077012345,H2,12.2714285714286,5.14857142857143,0.0,2.3,19.72
2103,243,Elektrizitäts- & Wasserwerk Mels,10077012345,H3,9.45746031746032,4.63809523809524,0.0,2.3,16.3955555555556
2104,243,Elektrizitäts- & Wasserwerk Mels,10077012345,H4,10.2066666666667,5.2,0.0,2.3,17.7066666666667
2105,243,Elektrizitäts- & Wasserwerk Mels,10077012345,H5,8.50571428571429,4.72428571428571,0.0,2.3,15.53
2106,243,Elektrizitäts- & Wasserwerk Mels,10077012345,H6,6.70971428571429,4.21728571428571,0.0,2.3,13.227
2107,243,Elektrizitäts- & Wasserwerk Mels,10077012345,H7,8.06857142857143,4.90412087912088,0.0,2.3,15.2726923076923
2108,243,Elektrizitäts- & Wasserwerk Mels,10077012345,H8,9.14015873015873,5.20011904761905,0.0,2.3,16.6402777777778
2109,243,Elektrizitäts- & Wasserwerk Mels,10077012345,C1,10.38375,6.2078125,0.0,2.3,18.8915625
2110,243,Elektrizitäts- & Wasserwerk Mels,10077012345,C2,9.22733333333334,6.1655,0.0,2.3,17.6928333333333
2111,243,Elektrizitäts- & Wasserwerk Mels,10077012345,C3,9.14133333333333,4.89333333333333,0.0,2.3,16.3346666666667
2112,243,Elektrizitäts- & Wasserwerk Mels,10077012345,C4,8.374,4.46,0.0,2.3,15.134
2113,243,Elektrizitäts- & Wasserwerk Mels,10077012345,C6,6.78968888888889,4.00316666666667,0.0,2.3,13.0928555555556
2114,245,Elektrizitäts- Genossenschaft Weiach,10618012345,H1,15.173162202381,7.61558779761905,0.0,2.3,25.08875
2115,245,Elektrizitäts- Genossenschaft Weiach,10618012345,H2,12.4049714285714,6.78542857142857,0.0,2.3,21.4904
2116,245,Elektrizitäts- Genossenschaft Weiach,10618012345,H3,9.4516507936508,5.90301587301587,0.0,2.3,17.6546666666667
2117,245,Elektrizitäts- Genossenschaft Weiach,10618012345,H4,10.3093031746032,6.15656349206349,0.0,2.3,18.7658666666667
2118,245,Elektrizitäts- Genossenschaft Weiach,10618012345,H5,8.50069619047619,5.61722380952381,0.0,2.3,16.41792
2119,245,Elektrizitäts- Genossenschaft Weiach,10618012345,H6,6.58220885714286,5.04516714285714,0.0,2.3,13.927376
2120,245,Elektrizitäts- Genossenschaft Weiach,10618012345,H7,8.07108021978022,5.48725824175824,0.0,2.3,15.8583384615385
2121,245,Elektrizitäts- Genossenschaft Weiach,10618012345,H8,9.24294523809524,5.83665476190476,0.0,2.3,17.3796
2122,245,Elektrizitäts- Genossenschaft Weiach,10618012345,C1,10.23828125,6.13046875,0.0,2.3,18.66875
2123,245,Elektrizitäts- Genossenschaft Weiach,10618012345,C2,9.07361,5.78135,0.0,2.3,17.15496
2124,245,Elektrizitäts- Genossenschaft Weiach,10618012345,C3,8.06053333333333,4.87333333333333,0.0,2.3,15.2338666666667
2125,245,Elektrizitäts- Genossenschaft Weiach,10618012345,C4,7.48382666666667,4.74866666666667,0.0,2.3,14.5324933333333
2126,250,Elektrizitäts- und Wasserversorgung Port,10165012345,H1,14.79,7.9,0.7,2.3,25.69
2127,250,Elektrizitäts- und Wasserversorgung Port,10165012345,H2,12.0752,7.4632,0.7,2.3,22.5384
2128,250,Elektrizitäts- und Wasserversorgung Port,10165012345,H3,9.48177777777778,7.03511111111111,0.7,2.3,19.5168888888889
2129,250,Elektrizitäts- und Wasserversorgung Port,10165012345,H4,10.3517777777778,7.45511111111111,0.7,2.3,20.8068888888889
2130,250,Elektrizitäts- und Wasserversorgung Port,10165012345,H5,8.72446666666667,7.08146666666667,0.7,2.3,18.8059333333333
2131,250,Elektrizitäts- und Wasserversorgung Port,10165012345,H6,6.98534,6.67444,0.7,2.3,16.65978
2132,250,Elektrizitäts- und Wasserversorgung Port,10165012345,H7,7.16253846153846,7.18007692307692,0.7,2.3,17.3426153846154
2133,250,Elektrizitäts- und Wasserversorgung Port,10165012345,H8,9.49892777777778,7.45534444444445,0.7,2.3,19.9542722222222
2134,250,Elektrizitäts- und Wasserversorgung Port,10165012345,C1,9.83823958333333,7.65777083333333,0.7,2.3,20.4960104166667
2135,250,Elektrizitäts- und Wasserversorgung Port,10165012345,C2,8.64499444444444,7.62241111111111,0.7,2.3,19.2674055555556
2136,250,Elektrizitäts- und Wasserversorgung Port,10165012345,C3,8.59333333333333,7.2445,0.7,2.3,18.8378333333333
2137,250,Elektrizitäts- und Wasserversorgung Port,10165012345,C4,7.958,7.11365,0.7,2.3,18.07165
2138,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,H1,14.8054761904762,7.40977053571428,0.65,2.3,25.1652467261905
2139,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,H2,12.0714285714286,7.38074285714286,0.65,2.3,22.4021714285714
2140,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,H3,9.25746031746032,6.93152380952381,0.65,2.3,19.1389841269841
2141,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,H4,10.0066666666667,7.426,0.65,2.3,20.3826666666667
2142,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,H5,8.30571428571429,7.00737142857143,0.65,2.3,18.2630857142857
2143,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,H6,5.86485714285714,6.56121142857143,0.65,2.3,15.3760685714286
2144,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,H7,6.76582417582418,7.16562637362637,0.65,2.3,16.8814505494505
2145,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,H8,8.94015873015873,7.42610476190476,0.65,2.3,19.3162634920635
2146,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,C1,10.18375,8.312875,0.65,2.3,21.446625
2147,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,C2,9.02733333333333,8.27564,0.65,2.3,20.2529733333333
2148,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,C3,6.28533333333333,6.72945833333333,0.65,2.3,15.9647916666667
2149,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,C4,5.842,6.615165,0.65,2.3,15.407165
2150,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,C5,3.29,6.615165,0.65,2.3,12.855165
2151,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,C6,2.96842222222222,6.57546555555556,0.65,2.3,12.4938877777778
2152,777,Elektrizitäts- und Wasserwerk der Stadt Buchs,10084012345,C7,2.5625452339843102,6.44547810926723,0.65,2.3,11.9580233432515
2153,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,H1,12.7789880952381,5.54263392857143,0.85,2.3,21.4716220238095
2154,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,H2,10.4068571428571,5.52685714285714,0.85,2.3,19.0837142857143
2155,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,H3,7.66603174603175,5.33714285714286,0.85,2.3,16.1531746031746
2156,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,H4,8.63612698412698,5.53557142857143,0.85,2.3,17.3216984126984
2157,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,H5,6.89024761904762,5.36725714285714,0.85,2.3,15.4075047619048
2158,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,H6,5.03507428571429,5.18017714285714,0.85,2.3,13.3652514285714
2159,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,H7,6.59459340659341,5.42113186813187,0.85,2.3,15.1657252747253
2160,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,H8,7.72980952380953,5.53564285714286,0.85,2.3,16.4154523809524
2161,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,C1,8.88375,5.7890625,0.85,2.3,17.8228125
2162,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,C2,7.8756,5.7741,0.85,2.3,16.7997
2163,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,C3,6.44533333333333,5.796,0.85,2.3,15.3913333333333
2164,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,C4,5.76326666666667,5.6838,0.85,2.3,14.5970666666667
2165,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,C5,4.86866666666667,5.6838,0.85,2.3,13.7024666666667
2166,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,C6,4.57444444444444,5.707,0.85,2.3,13.4314444444444
2167,804,Elektrizitäts- und Wasserwerk Wettingen,10786012345,C7,4.05048809352989,5.5839192841769,0.85,2.3,12.7844073777068
2168,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,H1,11.6,5.6,1.13,2.3,20.63
2169,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,H2,9.44,5.6,1.13,2.3,18.47
2170,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,H3,7.73333333333333,5.6,1.13,2.3,16.7633333333333
2171,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,H4,7.73333333333333,5.6,1.13,2.3,16.7633333333333
2172,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,H5,6.88,5.6,1.13,2.3,15.91
2173,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,H6,5.984,5.6,1.13,2.3,15.014
2174,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,H7,6.33846153846154,5.6,1.13,2.3,15.3684615384615
2175,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,H8,6.88,5.6,1.13,2.3,15.91
2176,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,C1,6.8,5.6,1.13,2.3,15.83
2177,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,C2,5.92,5.6,1.13,2.3,14.95
2178,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,C3,7.87,5.80266666666667,1.13,2.3,17.1026666666667
2179,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,C4,7.2235,5.60165,1.13,2.3,16.25515
2180,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,C5,5.22736666666667,5.60165,1.13,2.3,14.2590166666667
2181,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,C6,4.76527777777778,5.60725,1.13,2.3,13.8025277777778
2182,579,Elektrizitäts- und Wasserwerk Windisch,10272012345,C7,4.0882348795004,5.34660737770679,1.13,2.3,12.8648422572072
2183,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,H1,15.5633333333333,6.67666666666667,0.3,2.3,24.84
2184,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,H2,12.7544,6.6136,0.3,2.3,21.968
2185,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,H3,9.45911111111111,8.60755555555556,0.3,2.3,20.6666666666667
2186,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,H4,10.5991111111111,6.60088888888889,0.3,2.3,19.8
2187,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,H5,8.51826666666667,6.01373333333333,0.3,2.3,17.132
2188,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,H6,6.29348,5.37412,0.3,2.3,14.2676
2189,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,H7,8.109,6.16869230769231,0.3,2.3,16.8776923076923
2190,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,H8,9.53307777777778,6.60125555555555,0.3,2.3,18.7343333333333
2191,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,C1,9.98252083333333,6.91935416666667,0.3,2.3,19.501875
2192,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,C2,8.78654444444444,6.86378888888889,0.3,2.3,18.2503333333333
2193,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,C3,8.56344444444444,6.91988888888889,0.3,2.3,18.0833333333333
2194,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,C4,7.95496666666667,6.60003333333333,0.3,2.3,17.155
2195,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,C5,7.95496666666667,6.60003333333333,0.3,2.3,17.155
2196,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,C6,8.3842,6.8578,0.3,2.3,17.842
2197,227,Elektrizitäts-Genossenschaft Aettenschwil,108230-12345,C7,7.8869975521949,6.57365121442862,0.3,2.3,17.0606487666235
2198,253,Elektrizitätsgenossenschaft Allenwinden,10843012345,H1,14.2610714285714,7.21580357142857,0.49,2.3,24.266875
2199,253,Elektrizitätsgenossenschaft Allenwinden,10843012345,H2,11.6913714285714,7.11102857142857,0.49,2.3,21.5924
2200,253,Elektrizitätsgenossenschaft Allenwinden,10843012345,H3,8.49076190476191,6.15057142857143,0.49,2.3,17.4313333333333
2201,253,Elektrizitätsgenossenschaft Allenwinden,10843012345,H4,9.69342857142857,7.05257142857143,0.49,2.3,19.536
2202,253,Elektrizitätsgenossenschaft Allenwinden,10843012345,H5,7.64222857142857,6.23417142857143,0.49,2.3,16.6664
2203,253,Elektrizitätsgenossenschaft Allenwinden,10843012345,H6,5.43566857142857,5.33525142857143,0.49,2.3,13.56092
2204,253,Elektrizitätsgenossenschaft Allenwinden,10843012345,H7,7.27320879120879,6.41432967032967,0.49,2.3,16.4775384615385
2205,253,Elektrizitätsgenossenschaft Allenwinden,10843012345,H8,8.73426666666667,7.0532,0.49,2.3,18.5774666666667
2206,253,Elektrizitätsgenossenschaft Allenwinden,10843012345,C1,9.40629166666667,7.62471875,0.49,2.3,19.8210104166667
2207,253,Elektrizitätsgenossenschaft Allenwinden,10843012345,C2,8.35105555555556,7.57579166666667,0.49,2.3,18.7168472222222
2208,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,H1,11.84,6.4,0.0,2.3,20.54
2209,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,H2,9.68,6.4,0.0,2.3,18.38
2210,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,H3,7.97333333333333,6.4,0.0,2.3,16.6733333333333
2211,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,H4,7.97333333333333,6.4,0.0,2.3,16.6733333333333
2212,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,H5,7.12,6.4,0.0,2.3,15.82
2213,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,H6,6.06,4.924,0.0,2.3,13.284
2214,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,H7,6.57846153846154,6.4,0.0,2.3,15.2784615384615
2215,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,H8,7.12,6.4,0.0,2.3,15.82
2216,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,C1,7.04,6.4,0.0,2.3,15.74
2217,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,C2,6.44,6.4,0.0,2.3,15.14
2218,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,C3,13.96,6.4,0.0,2.3,22.66
2219,254,Elektrizitäts-Genossenschaft Benzenschwil,10714012345,C4,13.876,6.4,0.0,2.3,22.576
2220,255,Elektrizitätsgenossenschaft Binn,10978012345,H1,16.04,5.8,0.0,2.3,24.14
2221,255,Elektrizitätsgenossenschaft Binn,10978012345,H2,13.34,5.8,0.0,2.3,21.44
2222,255,Elektrizitätsgenossenschaft Binn,10978012345,H3,11.2066666666667,5.8,0.0,2.3,19.3066666666667
2223,255,Elektrizitätsgenossenschaft Binn,10978012345,H4,11.2066666666667,5.8,0.0,2.3,19.3066666666667
2224,255,Elektrizitätsgenossenschaft Binn,10978012345,H5,10.14,5.8,0.0,2.3,18.24
2225,255,Elektrizitätsgenossenschaft Binn,10978012345,H6,9.02,5.8,0.0,2.3,17.12
2226,255,Elektrizitätsgenossenschaft Binn,10978012345,H7,9.46307692307692,5.8,0.0,2.3,17.5630769230769
2227,255,Elektrizitätsgenossenschaft Binn,10978012345,H8,10.14,5.8,0.0,2.3,18.24
2228,255,Elektrizitätsgenossenschaft Binn,10978012345,C1,10.04,5.8,0.0,2.3,18.14
2229,255,Elektrizitätsgenossenschaft Binn,10978012345,C2,8.94,5.8,0.0,2.3,17.04
2230,255,Elektrizitätsgenossenschaft Binn,10978012345,C3,8.62,5.8,0.0,2.3,16.72
2231,255,Elektrizitätsgenossenschaft Binn,10978012345,C4,8.564,5.8,0.0,2.3,16.664
2232,258,Elektrizitätsgenossenschaft Bubikon,10112012345,H1,9.67989583333333,6.49181547619048,0.0,2.3,18.4717113095238
2233,258,Elektrizitätsgenossenschaft Bubikon,10112012345,H2,7.704,6.47428571428571,0.0,2.3,16.4782857142857
2234,258,Elektrizitätsgenossenschaft Bubikon,10112012345,H3,5.17777777777778,6.26349206349206,0.0,2.3,13.7412698412698
2235,258,Elektrizitätsgenossenschaft Bubikon,10112012345,H4,6.25811111111111,6.48396825396825,0.0,2.3,15.0420793650794
2236,258,Elektrizitätsgenossenschaft Bubikon,10112012345,H5,4.57686666666667,6.29323809523809,0.0,2.3,13.1701047619048
2237,258,Elektrizitätsgenossenschaft Bubikon,10112012345,H6,2.78706,6.08797142857143,0.0,2.3,11.1750314285714
2238,258,Elektrizitätsgenossenschaft Bubikon,10112012345,H7,4.41453846153846,6.35681318681319,0.0,2.3,13.0713516483516
2239,258,Elektrizitätsgenossenschaft Bubikon,10112012345,H8,5.51183333333333,6.48404761904762,0.0,2.3,14.295880952381
2240,258,Elektrizitätsgenossenschaft Bubikon,10112012345,C1,6.8215625,6.765625,0.0,2.3,15.8871875
2241,258,Elektrizitätsgenossenschaft Bubikon,10112012345,C2,5.9701,6.749,0.0,2.3,15.0191
2242,258,Elektrizitätsgenossenschaft Bubikon,10112012345,C3,5.89833333333333,6.77333333333333,0.0,2.3,14.9716666666667
2243,258,Elektrizitätsgenossenschaft Bubikon,10112012345,C4,5.22486666666667,6.64866666666667,0.0,2.3,14.1735333333333
2244,258,Elektrizitätsgenossenschaft Bubikon,10112012345,C5,3.85903333333333,6.43176666666667,0.0,2.3,12.5908
2245,258,Elektrizitätsgenossenschaft Bubikon,10112012345,C6,3.50005555555556,6.39534444444444,0.0,2.3,12.1954
2246,258,Elektrizitätsgenossenschaft Bubikon,10112012345,C7,2.99395083273546,6.20276333094184,0.0,2.3,11.4967141636773
2247,259,Elektrizitätsgenossenschaft Diemtigen,10510012345,H1,14.94,6.9,0.0,2.3,24.14
2248,259,Elektrizitätsgenossenschaft Diemtigen,10510012345,H2,13.5216,6.102,0.0,2.3,21.9236
2249,259,Elektrizitätsgenossenschaft Diemtigen,10510012345,H3,10.1964444444444,5.87333333333333,0.0,2.3,18.3697777777778
2250,259,Elektrizitätsgenossenschaft Diemtigen,10510012345,H4,11.1564444444444,6.32333333333333,0.0,2.3,19.7797777777778
2251,259,Elektrizitätsgenossenschaft Diemtigen,10510012345,H5,9.12906666666667,5.9254,0.0,2.3,17.3544666666667
2252,259,Elektrizitätsgenossenschaft Diemtigen,10510012345,H6,6.96672,5.4869,0.0,2.3,14.75362
2253,259,Elektrizitätsgenossenschaft Diemtigen,10510012345,H7,7.79146153846154,6.02865384615385,0.0,2.3,16.1201153846154
2254,259,Elektrizitätsgenossenschaft Diemtigen,10510012345,H8,9.98364444444445,6.32358333333333,0.0,2.3,18.6072277777778
2255,259,Elektrizitätsgenossenschaft Diemtigen,10510012345,C1,10.3363333333333,6.54046875,0.0,2.3,19.1768020833333
2256,260,Elektrizitätsgenossenschaft Gsteig,10720012345,H1,18.19,8.2,0.0,2.3,28.69
2257,260,Elektrizitätsgenossenschaft Gsteig,10720012345,H2,13.3128,7.5952,0.0,2.3,23.208
2258,260,Elektrizitätsgenossenschaft Gsteig,10720012345,H3,9.68044444444444,6.70844444444444,0.0,2.3,18.6888888888889
2259,260,Elektrizitätsgenossenschaft Gsteig,10720012345,H4,11.3604444444444,7.57844444444444,0.0,2.3,21.2388888888889
2260,260,Elektrizitätsgenossenschaft Gsteig,10720012345,H5,8.90586666666667,6.80446666666667,0.0,2.3,18.0103333333333
2261,260,Elektrizitätsgenossenschaft Gsteig,10720012345,H6,6.26976,5.96134,0.0,2.3,14.5311
2262,260,Elektrizitätsgenossenschaft Gsteig,10720012345,H7,8.69107692307692,7.00873076923077,0.0,2.3,17.9998076923077
2263,260,Elektrizitätsgenossenschaft Gsteig,10720012345,H8,10.4013777777778,7.57892777777778,0.0,2.3,20.2803055555556
2264,260,Elektrizitätsgenossenschaft Gsteig,10720012345,C1,11.1210833333333,7.99823958333333,0.0,2.3,21.4193229166667
2265,260,Elektrizitätsgenossenschaft Gsteig,10720012345,C2,12.1262,7.26378888888889,0.0,2.3,21.6899888888889
2266,260,Elektrizitätsgenossenschaft Gsteig,10720012345,C3,10.058,7.31988888888889,0.0,2.3,19.6778888888889
2267,261,Elektrizitätsgenossenschaft Jonen,10818012345,H1,12.3,5.985,0.0,2.3,20.585
2268,261,Elektrizitätsgenossenschaft Jonen,10818012345,H2,9.6,5.985,0.0,2.3,17.885
2269,261,Elektrizitätsgenossenschaft Jonen,10818012345,H3,7.46666666666667,5.985,0.0,2.3,15.7516666666667
2270,261,Elektrizitätsgenossenschaft Jonen,10818012345,H4,7.46666666666667,5.985,0.0,2.3,15.7516666666667
2271,261,Elektrizitätsgenossenschaft Jonen,10818012345,H5,6.4,5.985,0.0,2.3,14.685
2272,261,Elektrizitätsgenossenschaft Jonen,10818012345,H6,5.28,5.985,0.0,2.3,13.565
2273,261,Elektrizitätsgenossenschaft Jonen,10818012345,H7,5.72307692307692,5.985,0.0,2.3,14.0080769230769
2274,261,Elektrizitätsgenossenschaft Jonen,10818012345,H8,6.4,5.985,0.0,2.3,14.685
2275,261,Elektrizitätsgenossenschaft Jonen,10818012345,C1,6.3,5.985,0.0,2.3,14.585
2276,261,Elektrizitätsgenossenschaft Jonen,10818012345,C2,5.2,5.985,0.0,2.3,13.485
2277,261,Elektrizitätsgenossenschaft Jonen,10818012345,C3,4.88,5.985,0.0,2.3,13.165
2278,261,Elektrizitätsgenossenschaft Jonen,10818012345,C4,4.824,5.985,0.0,2.3,13.109
2279,790,Elektrizitätsgenossenschaft Kalpetran,10946012345,H1,14.24,6.0,0.0,2.3,22.54
2280,790,Elektrizitätsgenossenschaft Kalpetran,10946012345,H2,11.54,6.0,0.0,2.3,19.84
2281,790,Elektrizitätsgenossenschaft Kalpetran,10946012345,H3,9.40666666666667,4.67733333333333,0.0,2.3,16.384
2282,790,Elektrizitätsgenossenschaft Kalpetran,10946012345,H4,9.40666666666667,6.0,0.0,2.3,17.7066666666667
2283,790,Elektrizitätsgenossenschaft Kalpetran,10946012345,H5,8.34,4.7584,0.0,2.3,15.3984
2284,790,Elektrizitätsgenossenschaft Kalpetran,10946012345,H6,7.22,3.94752,0.0,2.3,13.46752
2285,790,Elektrizitätsgenossenschaft Kalpetran,10946012345,H7,7.66307692307692,4.93661538461538,0.0,2.3,14.8996923076923
2286,790,Elektrizitätsgenossenschaft Kalpetran,10946012345,H8,8.34,5.4992,0.0,2.3,16.1392
2287,790,Elektrizitätsgenossenschaft Kalpetran,10946012345,C1,8.24,6.0,0.0,2.3,16.54
2288,790,Elektrizitätsgenossenschaft Kalpetran,10946012345,C2,7.14,6.0,0.0,2.3,15.44
2289,285,Elektrizitätsgenossenschaft Marthalen,10089012345,H1,11.407693452381,7.71690476190476,0.0,2.3,21.4245982142857
2290,285,Elektrizitätsgenossenschaft Marthalen,10089012345,H2,9.55137142857143,6.87885714285714,0.0,2.3,18.7302285714286
2291,285,Elektrizitätsgenossenschaft Marthalen,10089012345,H3,6.94631746031746,5.9015873015873,0.0,2.3,15.1479047619048
2292,285,Elektrizitätsgenossenschaft Marthalen,10089012345,H4,8.22066984126984,6.25434920634921,0.0,2.3,16.7750190476191
2293,285,Elektrizitätsgenossenschaft Marthalen,10089012345,H5,6.42491619047619,5.62918095238095,0.0,2.3,14.3540971428571
2294,285,Elektrizitätsgenossenschaft Marthalen,10089012345,H6,4.51047485714286,4.96475428571429,0.0,2.3,11.7752291428571
2295,285,Elektrizitätsgenossenschaft Marthalen,10089012345,H7,6.35238021978022,5.52782417582418,0.0,2.3,14.1802043956044
2296,285,Elektrizitätsgenossenschaft Marthalen,10089012345,H8,7.52779523809524,5.93447619047619,0.0,2.3,15.7622714285714
2297,285,Elektrizitätsgenossenschaft Marthalen,10089012345,C1,9.0903125,6.355,0.0,2.3,17.7453125
2298,285,Elektrizitätsgenossenschaft Marthalen,10089012345,C2,8.27922,5.9984,0.0,2.3,16.57762
2299,285,Elektrizitätsgenossenschaft Marthalen,10089012345,C3,5.4244,5.06173333333333,0.0,2.3,12.7861333333333
2300,285,Elektrizitätsgenossenschaft Marthalen,10089012345,C4,4.87682,4.89218666666667,0.0,2.3,12.0690066666667
2301,285,Elektrizitätsgenossenschaft Marthalen,10089012345,C5,4.02038666666667,4.89218666666667,0.0,2.3,11.2125733333333
2302,285,Elektrizitätsgenossenschaft Marthalen,10089012345,C6,3.66424444444444,4.92724444444444,0.0,2.3,10.8914888888889
2303,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,H1,10.8769047619048,6.93608630952381,0.0,2.3,20.1129910714286
2304,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,H2,8.41885714285714,6.90628571428571,0.0,2.3,17.6251428571429
2305,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,H3,6.1615873015873,6.54793650793651,0.0,2.3,15.0095238095238
2306,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,H4,6.51434920634921,6.92274603174603,0.0,2.3,15.7370952380952
2307,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,H5,5.24918095238095,6.59850476190476,0.0,2.3,14.1476857142857
2308,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,H6,3.91275428571429,6.24955142857143,0.0,2.3,12.4623057142857
2309,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,H7,4.74167032967033,6.70658241758242,0.0,2.3,13.7482527472527
2310,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,H8,5.55447619047619,6.92288095238095,0.0,2.3,14.7773571428571
2311,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,C1,5.915,7.4015625,0.0,2.3,15.6165625
2312,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,C2,4.8984,7.3733,0.0,2.3,14.5717
2313,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,C3,4.70533333333333,6.0845,0.0,2.3,13.0898333333333
2314,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,C4,4.30076666666667,5.95586666666667,0.0,2.3,12.5566333333333
2315,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,C5,3.79703333333333,5.95586666666667,0.0,2.3,12.0529
2316,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,C6,3.48605555555556,5.92889444444445,0.0,2.3,11.71495
2317,262,Elektrizitäts-Genossenschaft Merenschwand,10622012345,C7,3.05099083273546,5.72964773561834,0.0,2.3,11.0806385683538
2318,263,Elektrizitätsgenossenschaft Moos-Dieselbach,10992012345,H1,12.14,5.1,0.0,2.3,19.54
2319,263,Elektrizitätsgenossenschaft Moos-Dieselbach,10992012345,H2,9.98,5.1,0.0,2.3,17.38
2320,263,Elektrizitätsgenossenschaft Moos-Dieselbach,10992012345,H3,8.27333333333333,5.1,0.0,2.3,15.6733333333333
